latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation,,,,,,,,,,
2025-02-02T03:00,7.1,77,42.7,166,3,100,1019.3,1019.3,4.2,231,2,175,1.8,6,NaN
2025-02-02T04:00,7.1,76,43.3,165,61,100,1019.1,1019.1,4.26,231,2.02,176,1.6,6,NaN
2025-02-02T05:00,7.1,77,44,163,61,100,1018.7,1018.7,4.34,230,2.02,178,1.6,6,NaN
2025-02-02T06:00,7.1,78,43.5,162,3,100,1018,1018,4.4,230,2.04,179,1.6,6,NaN
2025-02-02T07:00,7.1,78,44.4,160,61,100,1017.7,1017.7,4.36,228,2.04,176,1.6,6,NaN
2025-02-02T08:00,7.1,77,45.8,156,61,100,1017.3,1017.3,4.34,227,2.04,174,1.6,6,NaN
2025-02-02T09:00,6.9,76,46.4,154,61,100,1018.2,1018.2,4.3,225,2.04,171,1.8,11,NaN
2025-02-02T10:00,6.9,80,47,152,61,100,1017.9,1017.9,4.28,224,2.04,168,1.8,11,NaN
2025-02-02T11:00,6.8,80,45.6,151,61,100,1017.5,1017.5,4.28,222,2.02,166,1.8,6,NaN
2025-02-02T12:00,7.2,77,48.5,149,61,100,1015.5,1015.5,4.26,221,2.02,163,1.8,6,NaN
2025-02-02T13:00,7.1,75,51.1,146,61,100,1015,1015,4.16,220,2.08,164,1.8,0,NaN
2025-02-02T14:00,6.9,69,53.9,146,3,100,1014.5,1014.5,4.08,219,2.14,165,1.8,0,NaN
2025-02-02T15:00,6.8,69,53.5,145,3,100,1014.1,1014.1,3.98,218,2.2,166,1.8,354,NaN
2025-02-02T16:00,6.7,76,52.8,152,3,100,1013.4,1013.4,4.1,217,2.32,167,1.8,354,NaN
2025-02-02T17:00,6.8,75,51.8,154,3,100,1013.2,1013.2,4.24,217,2.44,167,1.8,354,NaN
2025-02-02T18:00,7.1,74,50.8,151,61,100,1012.9,1012.9,4.36,216,2.56,168,1.8,354,NaN
2025-02-02T19:00,7.2,76,51.1,148,3,100,1012,1012,4.56,216,2.72,171,1.8,354,NaN
2025-02-02T20:00,7.2,78,49.8,157,61,100,1011.7,1011.7,4.78,216,2.88,174,2,0,NaN
2025-02-02T21:00,7.8,85,49.4,177,61,100,1011.1,1011.1,4.98,216,3.04,177,2,5,NaN
2025-02-02T22:00,7.5,83,53.7,177,61,100,1010,1010,5.12,217,3.14,179,2.2,9,NaN
2025-02-02T23:00,7.6,84,53.4,170,61,96,1009,1009,5.26,218,3.22,182,2.2,9,NaN
2025-02-03T00:00,7.8,86,53.6,169,61,100,1008.9,1008.9,5.4,219,3.32,184,2.1,15,NaN
2025-02-03T01:00,8.5,87,49.2,189,61,100,1008.5,1008.5,5.54,221,2.8,184,2.1,15,NaN
2025-02-03T02:00,8.6,87,43.2,182,61,100,1008.4,1008.4,5.7,224,2.28,185,1.9,17,NaN
2025-02-03T03:00,8.5,91,26.6,220,61,95,1008.5,1008.5,5.84,226,1.76,185,1.5,21,NaN
2025-02-03T04:00,8.1,91,22.7,198,3,100,1008.6,1008.6,5.56,227,1.3,189,1.3,16,NaN
2025-02-03T05:00,8.1,88,23.2,228,80,100,1008.6,1008.6,5.26,227,0.84,193,1.1,9,NaN
2025-02-03T06:00,7.4,85,29.1,221,3,100,1008.8,1008.8,4.98,228,0.38,197,1.3,8,NaN
2025-02-03T07:00,7.3,80,30.8,204,3,97,1009.1,1009.1,4.8,227,0.76,195,1.3,8,NaN
2025-02-03T08:00,7.3,79,27,190,3,97,1008.3,1008.3,4.6,227,1.12,194,1.5,14,NaN
2025-02-03T09:00,8.4,80,39.6,188,2,86,1008.3,1008.3,4.42,226,1.5,192,1.7,13,NaN
2025-02-03T10:00,8.4,90,44.9,189,3,95,1007.7,1007.7,4.48,224,2.08,192,1.9,17,NaN
2025-02-03T11:00,8.3,89,51.6,188,3,100,1007.5,1007.5,4.54,221,2.68,192,2.1,15,NaN
2025-02-03T12:00,8.2,88,51.2,182,3,99,1006.9,1006.9,4.6,219,3.26,192,2.1,20,NaN
2025-02-03T13:00,8.2,85,52.3,184,3,99,1006.7,1006.7,4.66,215,3.44,190,2.1,15,NaN
2025-02-03T14:00,8.1,87,51.2,177,61,97,1006.5,1006.5,4.72,212,3.6,189,2.1,15,NaN
2025-02-03T15:00,8.1,86,54.2,175,61,98,1005.6,1005.6,4.78,208,3.78,187,2,10,NaN
2025-02-03T16:00,7.7,89,63.7,176,53,100,1005.1,1005.1,4.96,207,3.92,186,2,5,NaN
2025-02-03T17:00,7.8,90,63,177,53,100,1004.4,1004.4,5.16,207,4.06,186,2,0,NaN
2025-02-03T18:00,7.8,91,62.6,176,53,100,1003.8,1003.8,5.34,206,4.2,185,2,355,NaN
2025-02-03T19:00,7.9,92,63.7,177,61,100,1003.2,1003.2,5.48,207,4.24,185,2,355,NaN
2025-02-03T20:00,7.9,92,65.9,177,55,100,1002.8,1002.8,5.64,207,4.26,185,2,0,NaN
2025-02-03T21:00,7.9,92,65.9,176,53,100,1002,1002,5.78,208,4.3,185,2.2,5,NaN
2025-02-03T22:00,8,93,62.6,181,55,100,1001.3,1001.3,5.86,210,4.24,186,2.2,9,NaN
2025-02-03T23:00,8.1,93,61.2,185,61,100,1000.3,1000.3,5.96,213,4.2,187,2.2,14,NaN
2025-02-04T00:00,8.2,93,60.1,192,61,100,999.9,999.9,6.04,215,4.14,188,2.2,14,NaN
2025-02-04T01:00,8.2,93,55.4,200,61,100,999.4,999.4,6.12,219,3.64,191,2.1,20,NaN
2025-02-04T02:00,8.4,94,50.8,212,55,100,999.6,999.6,6.2,222,3.12,195,1.9,22,NaN
2025-02-04T03:00,8.4,91,42.1,215,51,100,1000.3,1000.3,6.28,226,2.62,198,1.8,24,NaN
2025-02-04T04:00,8.4,87,41,232,51,100,1000.6,1000.6,6.38,230,2.08,205,1.6,27,NaN
2025-02-04T05:00,8.4,92,33.1,220,51,100,1000.3,1000.3,6.46,235,1.56,211,1.4,23,NaN
2025-02-04T06:00,8.3,92,31.3,218,3,100,1000.4,1000.4,6.56,239,1.02,218,1.3,16,NaN
2025-02-04T07:00,8.1,93,31,201,3,99,1000.2,1000.2,6.54,241,0.86,219,1.3,16,NaN
2025-02-04T08:00,8.1,93,31.7,198,3,100,1000,1000,6.5,243,0.68,221,1.5,7,NaN
2025-02-04T09:00,8.1,90,31.7,204,3,100,1000,1000,6.48,245,0.52,222,1.5,14,NaN
2025-02-04T10:00,7.8,90,29.9,201,51,100,999.3,999.3,6.48,245,0.42,222,1.5,14,NaN
2025-02-04T11:00,7,79,22.7,206,53,100,998.3,998.3,6.48,246,0.3,223,1.7,18,NaN
2025-02-04T12:00,6.2,84,15.5,193,61,100,997.3,997.3,6.48,246,0.2,223,1.7,18,NaN
2025-02-04T13:00,5.7,86,9,184,55,100,996.2,996.2,6.48,245,0.24,233,1.6,27,NaN
2025-02-04T14:00,5.6,90,7.9,110,53,100,994.8,994.8,6.48,245,0.26,244,1.4,23,NaN
2025-02-04T15:00,5.2,87,8.3,207,53,100,994.6,994.6,6.48,244,0.3,254,1.2,27,NaN
2025-02-04T16:00,5.3,90,12.2,243,53,100,993.9,993.9,6.5,244,0.32,265,1,22,NaN
2025-02-04T17:00,5.3,90,18.7,274,55,100,993.4,993.4,6.52,243,0.36,275,0.9,11,NaN
2025-02-04T18:00,4.8,88,19.4,280,51,100,993.5,993.5,6.54,243,0.38,286,0.9,0,NaN
2025-02-04T19:00,5.2,86,15.1,271,51,100,993.9,993.9,6.46,242,0.44,277,0.9,0,NaN
2025-02-04T20:00,5.5,88,18.7,254,3,100,993.9,993.9,6.38,240,0.48,269,0.9,0,NaN
2025-02-04T21:00,5.9,81,27.7,260,3,100,995.1,995.1,6.3,239,0.54,260,1.1,0,NaN
2025-02-04T22:00,5.9,80,28.4,257,3,100,995.9,995.9,6.1,238,0.6,252,1.3,8,NaN
2025-02-04T23:00,6.1,71,27,247,3,99,996,996,5.92,237,0.66,243,1.5,14,NaN
2025-02-05T00:00,6,79,37.1,245,3,100,996.3,996.3,5.72,236,0.72,235,1.5,21,NaN
2025-02-05T01:00,5.8,76,31,253,3,100,997,997,5.7,236,0.88,238,1.6,27,NaN
2025-02-05T02:00,5.6,79,35.6,252,3,93,997.5,997.5,5.68,237,1.06,242,1.7,32,NaN
2025-02-05T03:00,5.9,70,39.2,255,3,81,999.1,999.1,5.66,237,1.22,245,1.5,36,NaN
2025-02-05T04:00,5.3,71,40,260,2,79,999.7,999.7,5.38,238,1.36,249,1.5,45,NaN
2025-02-05T05:00,5.2,68,38.9,257,2,53,1000.6,1000.6,5.1,238,1.52,252,1.4,50,NaN
2025-02-05T06:00,5.4,69,40.7,250,2,69,1001.7,1001.7,4.82,239,1.66,256,1.3,45,NaN
2025-02-05T07:00,5.3,69,41,250,2,73,1002.8,1002.8,4.64,241,1.88,254,1.3,45,NaN
2025-02-05T08:00,5.3,66,37.8,249,1,27,1003.7,1003.7,4.44,243,2.08,253,1.2,39,NaN
2025-02-05T09:00,5.6,66,39.6,245,1,41,1004.9,1004.9,4.26,245,2.3,251,1.2,39,NaN
2025-02-05T10:00,5.8,65,42.8,243,2,62,1005.9,1005.9,4.18,246,2.56,249,1.4,40,NaN
2025-02-05T11:00,5.8,64,44.3,243,2,66,1006.4,1006.4,4.12,247,2.84,248,1.7,41,NaN
2025-02-05T12:00,5.7,73,48.6,242,51,84,1007.3,1007.3,4.04,248,3.1,246,1.7,41,NaN
2025-02-05T13:00,5.8,66,51.1,253,1,20,1008.7,1008.7,4.12,249,3.26,248,1.8,45,NaN
2025-02-05T14:00,5.8,70,51.8,252,2,54,1010.4,1010.4,4.22,250,3.4,250,1.9,49,NaN
2025-02-05T15:00,6.1,69,51.8,256,1,45,1012.3,1012.3,4.3,251,3.56,252,1.8,53,NaN
2025-02-05T16:00,6.2,68,49.7,257,1,42,1013.9,1013.9,4.4,252,3.66,253,1.8,53,NaN
2025-02-05T17:00,6.2,69,48.6,253,2,61,1015.3,1015.3,4.48,252,3.76,255,1.5,54,NaN
2025-02-05T18:00,6.3,72,49.7,250,3,95,1016.6,1016.6,4.58,253,3.86,256,1.4,50,NaN
2025-02-05T19:00,6.3,73,49.3,250,3,100,1018.3,1018.3,4.7,253,3.9,252,1.4,50,NaN
2025-02-05T20:00,6.4,73,47.5,239,2,61,1019.3,1019.3,4.8,252,3.96,249,1.3,45,NaN
2025-02-05T21:00,6.3,76,51.1,238,2,52,1019.9,1019.9,4.92,252,4,245,1.4,40,NaN
2025-02-05T22:00,6.5,76,51.1,236,2,53,1020.8,1020.8,4.94,250,3.86,240,1.5,36,NaN
2025-02-05T23:00,6.7,77,52.2,231,2,59,1021.6,1021.6,4.94,249,3.74,234,1.8,37,NaN
2025-02-06T00:00,6.9,78,53.6,223,1,49,1021.7,1021.7,4.96,247,3.6,229,1.9,34,NaN
2025-02-06T01:00,7.2,80,56.2,216,3,100,1021.4,1021.4,5,245,3.84,229,2.2,35,NaN
2025-02-06T02:00,7.4,82,60.5,211,3,100,1021.1,1021.1,5.04,243,4.1,230,2.3,39,NaN
2025-02-06T03:00,7.7,83,66.6,214,3,100,1021.1,1021.1,5.08,241,4.34,230,2.6,39,NaN
2025-02-06T04:00,7.9,85,72,217,3,100,1020.9,1020.9,5.46,239,4.84,230,2.7,42,NaN
2025-02-06T05:00,8.1,86,74.2,218,3,100,1019.9,1019.9,5.82,237,5.32,230,2.7,42,NaN
2025-02-06T06:00,8.2,88,77,219,3,100,1019.2,1019.2,6.2,235,5.82,230,2.5,45,NaN
2025-02-06T07:00,8.4,87,82.1,223,51,100,1019.6,1019.6,6.42,235,5.98,230,2.5,45,NaN
2025-02-06T08:00,8.6,86,83.5,226,51,100,1020.3,1020.3,6.66,235,6.16,230,2.4,48,NaN
2025-02-06T09:00,8.4,86,79.9,224,3,100,1021.3,1021.3,6.88,235,6.32,230,2.3,45,NaN
2025-02-06T10:00,8.4,87,79.6,226,3,100,1022.1,1022.1,6.96,236,6.3,230,2.3,45,NaN
2025-02-06T11:00,8.4,86,79.6,227,3,100,1022.9,1022.9,7.02,237,6.26,230,2.3,45,NaN
2025-02-06T12:00,8.6,87,77.4,228,3,100,1023.4,1023.4,7.1,238,6.24,230,2.3,45,NaN
2025-02-06T13:00,8.5,87,77,231,3,100,1024.6,1024.6,7.14,239,6.12,230,2.4,42,NaN
2025-02-06T14:00,8.4,87,73.8,231,3,100,1025.7,1025.7,7.2,241,6.02,230,2.5,45,NaN
2025-02-06T15:00,8.6,88,70.9,230,3,100,1026.4,1026.4,7.24,242,5.9,230,2.5,45,NaN
2025-02-06T16:00,8.4,87,71.6,229,3,100,1027,1027,7.52,243,5.9,230,2.5,45,NaN
2025-02-06T17:00,8.6,85,73.4,231,3,100,1027.7,1027.7,7.8,245,5.88,229,2.5,45,NaN
2025-02-06T18:00,8.4,85,71.3,227,3,100,1028.2,1028.2,8.08,246,5.88,229,2.3,45,NaN
2025-02-06T19:00,8.4,85,72.4,227,3,100,1028.8,1028.8,8.12,247,5.74,229,2.3,45,NaN
2025-02-06T20:00,8.4,85,73.4,228,3,100,1029.4,1029.4,8.14,247,5.58,229,2.3,45,NaN
2025-02-06T21:00,8.6,84,73.1,228,3,100,1029.3,1029.3,8.18,248,5.44,229,2,45,NaN
2025-02-06T22:00,8.4,84,70.2,227,3,100,1029.8,1029.8,8.2,248,5.3,229,2,45,NaN
2025-02-06T23:00,8.4,84,71.3,231,3,100,1030.4,1030.4,8.24,249,5.18,228,2,45,NaN
2025-02-07T00:00,8.5,85,69.8,229,3,100,1031,1031,8.26,249,5.04,228,2,45,NaN
2025-02-07T01:00,8.4,86,65.9,227,3,100,1031.4,1031.4,8.28,249,4.9,228,2.2,42,NaN
2025-02-07T02:00,8.2,87,66.6,225,3,100,1032.2,1032.2,8.28,249,4.78,227,2.2,42,NaN
2025-02-07T03:00,8.2,87,64.1,226,3,100,1032.9,1032.9,8.3,249,4.64,227,2.2,42,NaN
2025-02-07T04:00,8.2,87,62.3,225,3,100,1033.6,1033.6,8.2,249,4.4,227,2.2,42,NaN
2025-02-07T05:00,8.2,87,60.5,226,3,100,1033.9,1033.9,8.1,248,4.18,226,2,45,NaN
2025-02-07T06:00,8.1,87,56.9,223,3,100,1034.4,1034.4,8,248,3.94,226,2,45,NaN
2025-02-07T07:00,8.1,86,55.1,223,3,100,1035.2,1035.2,7.96,249,3.98,227,2,45,NaN
2025-02-07T08:00,8.1,85,54.4,220,3,99,1035.9,1035.9,7.94,249,4.04,228,1.8,45,NaN
2025-02-07T09:00,7.9,85,54.4,219,3,99,1036.2,1036.2,7.9,250,4.08,229,1.8,45,NaN
2025-02-07T10:00,8,78,56.2,224,3,99,1036.6,1036.6,7.8,250,4.06,230,1.8,45,NaN
2025-02-07T11:00,7.8,78,50,229,3,100,1036.7,1036.7,7.7,250,4.04,232,1.7,49,NaN
2025-02-07T12:00,7.9,79,50,227,3,100,1036.9,1036.9,7.6,250,4.02,233,1.5,45,NaN
2025-02-07T13:00,8,76,49,230,3,100,1036.7,1036.7,7.38,250,3.68,229,1.5,45,NaN
2025-02-07T14:00,7.9,78,42.1,228,3,100,1036.8,1036.8,7.16,250,3.32,225,1.5,36,NaN
2025-02-07T15:00,7.8,85,44.3,217,3,100,1037,1037,6.94,250,2.98,221,1.5,36,NaN
2025-02-07T16:00,7.6,87,44.6,215,3,98,1036.8,1036.8,6.74,250,2.7,217,1.5,30,NaN
2025-02-07T17:00,7.5,87,43.2,209,3,98,1036.5,1036.5,6.52,250,2.42,213,1.6,27,NaN
2025-02-07T18:00,7.4,90,44.3,211,3,98,1036.5,1036.5,6.32,250,2.14,209,1.5,21,NaN
2025-02-07T19:00,7.3,89,41.4,213,3,98,1035.9,1035.9,6.14,250,2.02,207,1.5,21,NaN
2025-02-07T20:00,7.2,89,41.8,211,3,100,1035.8,1035.8,5.98,249,1.9,204,1.3,16,NaN
2025-02-07T21:00,7.3,88,41,206,3,100,1035.5,1035.5,5.8,249,1.78,202,1.3,16,NaN
2025-02-07T22:00,7.3,88,41,203,3,100,1035.5,1035.5,5.66,249,1.68,200,1.3,8,NaN
2025-02-07T23:00,7.2,89,39.2,205,3,100,1035,1035,5.54,248,1.56,197,1.3,8,NaN
2025-02-08T00:00,7.2,90,36,199,3,100,1034.4,1034.4,5.4,248,1.46,195,1.3,8,NaN
2025-02-08T01:00,7.2,90,36.7,200,3,100,1034.1,1034.1,5.22,248,1.3,194,1.3,8,NaN
2025-02-08T02:00,7,89,34.6,205,3,100,1033.7,1033.7,5.04,248,1.14,194,1.3,8,NaN
2025-02-08T03:00,6.8,89,31.3,206,3,100,1033.4,1033.4,4.86,248,0.98,193,1.3,8,NaN
2025-02-08T04:00,6.7,87,27.7,202,3,96,1032.3,1032.3,4.82,248,0.86,192,1.3,8,NaN
2025-02-08T05:00,6.5,87,26.6,197,3,92,1031.5,1031.5,4.76,249,0.74,192,1.3,8,NaN
2025-02-08T06:00,6.4,85,23,198,3,92,1030.8,1030.8,4.72,249,0.62,191,1.3,8,NaN
2025-02-08T07:00,6.5,84,23.4,202,2,78,1030.5,1030.5,4.66,249,0.7,195,1.3,8,NaN
2025-02-08T08:00,6.4,83,24.1,209,3,92,1030.3,1030.3,4.62,249,0.78,199,1.3,8,NaN
2025-02-08T09:00,6.4,81,25.9,211,3,96,1030,1030,4.56,249,0.86,203,1.3,16,NaN
2025-02-08T10:00,6.4,79,28.8,213,3,99,1029.5,1029.5,4.56,250,0.98,207,1.3,16,NaN
2025-02-08T11:00,6.4,76,32,212,3,100,1029.2,1029.2,4.54,250,1.12,211,1.3,16,NaN
2025-02-08T12:00,6.4,75,30.6,218,3,100,1028.7,1028.7,4.54,251,1.24,215,1.3,16,NaN
2025-02-08T13:00,6.4,76,28.1,220,3,100,1028.3,1028.3,4.42,251,1.24,218,1.3,16,NaN
2025-02-08T14:00,6.5,73,25.9,219,3,91,1028.1,1028.1,4.28,250,1.22,220,1.1,18,NaN
2025-02-08T15:00,6.9,80,24.8,217,51,92,1027.2,1027.2,4.16,250,1.22,223,1.3,16,NaN
2025-02-08T16:00,7.3,68,27.4,228,3,92,1027,1027,4.12,251,1.2,226,1.3,16,NaN
2025-02-08T17:00,7.1,69,26.3,232,51,64,1026.7,1026.7,4.1,251,1.2,228,1.3,16,NaN
2025-02-08T18:00,5.6,86,47.9,218,51,100,1026.9,1026.9,4.06,252,1.18,231,1.3,16,NaN
2025-02-08T19:00,6.2,79,40,236,53,99,1027.1,1027.1,4.06,252,1.32,230,1.3,16,NaN
2025-02-08T20:00,6.4,81,31,234,61,98,1027.2,1027.2,4.08,251,1.44,230,1.3,16,NaN
2025-02-08T21:00,6.6,67,37.4,233,2,76,1027.7,1027.7,4.08,251,1.58,229,1.3,8,NaN
2025-02-08T22:00,6.4,70,41.4,224,3,81,1027.6,1027.6,3.98,250,1.7,229,1.3,8,NaN
2025-02-08T23:00,6.2,73,41,226,1,47,1027.7,1027.7,3.86,249,1.84,228,1.3,8,NaN
2025-02-09T00:00,6.1,81,38.9,230,3,93,1027.7,1027.7,3.76,248,1.96,228,1.3,8,NaN
2025-02-09T01:00,6,76,33.1,234,51,64,1027.9,1027.9,3.72,247,1.9,230,1.3,8,NaN
2025-02-09T02:00,6.2,74,32.4,245,51,72,1027.6,1027.6,3.7,247,1.86,233,1.3,8,NaN
2025-02-09T03:00,6.3,72,33.1,234,3,98,1028.3,1028.3,3.66,246,1.8,235,1.5,7,NaN
2025-02-09T04:00,6.4,71,33.1,235,3,89,1028.3,1028.3,3.58,245,1.68,237,1.5,7,NaN
2025-02-09T05:00,6.7,72,36,234,3,89,1028.3,1028.3,3.48,245,1.58,240,1.5,14,NaN
2025-02-09T06:00,6.8,80,41.8,245,2,74,1027.5,1027.5,3.4,244,1.46,242,1.5,14,NaN
2025-02-09T07:00,6.6,74,42.8,248,3,80,1028.6,1028.6,3.38,244,1.58,245,1.5,14,NaN
2025-02-09T08:00,6.8,70,39.6,245,2,60,1029.4,1029.4,3.34,244,1.72,248,1.5,14,NaN
2025-02-09T09:00,6.8,80,45,241,51,97,1030.4,1030.4,3.32,244,1.84,251,1.5,14,NaN
2025-02-09T10:00,6.8,85,43.6,235,3,94,1030.5,1030.5,3.32,244,1.98,253,1.5,14,NaN
2025-02-09T11:00,7,87,42.1,242,51,100,1030.8,1030.8,3.3,245,2.1,255,1.3,16,NaN
2025-02-09T12:00,7,87,37.8,267,51,100,1031.2,1031.2,3.3,245,2.24,257,1.3,16,NaN
2025-02-09T13:00,6.2,83,30.2,301,53,100,1032.2,1032.2,3.24,246,1.96,264,1.1,9,NaN
2025-02-09T14:00,5.9,75,29.5,312,3,98,1033.4,1033.4,3.16,246,1.68,270,0.9,11,NaN
2025-02-09T15:00,6.1,69,31.3,294,3,89,1034.3,1034.3,3.1,247,1.4,277,0.9,0,NaN
2025-02-09T16:00,5.9,67,30.2,294,3,100,1035.4,1035.4,3,247,1.14,285,0.9,0,NaN
2025-02-09T17:00,5.8,67,28.1,302,3,95,1036.4,1036.4,2.88,247,0.88,292,0.9,349,NaN
2025-02-09T18:00,5.5,67,26.3,307,3,85,1037.4,1037.4,2.78,247,0.62,300,0.9,349,NaN
2025-02-09T19:00,5.3,66,21.6,302,2,72,1038.3,1038.3,2.74,247,0.58,293,0.9,349,NaN
2025-02-09T20:00,5.3,64,16.9,284,3,90,1038.7,1038.7,2.7,248,0.56,286,1.1,351,NaN
2025-02-09T21:00,5.2,67,22.3,275,3,86,1038.9,1038.9,2.66,248,0.52,279,1.1,351,NaN
2025-02-09T22:00,5.1,68,20.9,265,3,80,1039.5,1039.5,2.58,249,0.48,270,1.1,342,NaN
2025-02-09T23:00,5.2,68,19.4,260,3,85,1039.6,1039.6,2.52,249,0.46,262,1.1,342,NaN
2025-02-10T00:00,5.1,71,22.7,254,3,80,1039.4,1039.4,2.44,250,0.42,253,1.1,342,NaN
2025-02-10T01:00,5.2,76,22.7,245,3,99,1039.4,1039.4,2.44,251,0.56,250,1.1,342,NaN
2025-02-10T02:00,5.4,83,20.2,226,3,100,1038.9,1038.9,2.46,253,0.68,248,1.3,352,NaN
2025-02-10T03:00,5.7,90,19.4,227,53,100,1038.7,1038.7,2.46,254,0.82,245,1.3,352,NaN
2025-02-10T04:00,7,85,36.4,248,51,100,1038.3,1038.3,2.46,255,1,243,1.3,0,NaN
2025-02-10T05:00,7.2,84,36.7,241,3,98,1038.1,1038.1,2.44,256,1.16,240,1.4,0,NaN
2025-02-10T06:00,7.2,77,34.9,236,3,99,1037.5,1037.5,2.44,257,1.34,238,1.6,6,NaN
2025-02-10T07:00,7.2,80,36,229,3,100,1037.9,1037.9,2.44,257,1.38,239,1.6,6,NaN
2025-02-10T08:00,7.2,86,36,230,51,100,1037.8,1037.8,2.46,257,1.4,241,1.7,13,NaN
2025-02-10T09:00,7.2,90,37.4,243,51,99,1037.3,1037.3,2.46,257,1.44,242,1.7,13,NaN
2025-02-10T10:00,7,85,32.8,259,51,96,1037.5,1037.5,2.44,257,1.44,244,1.7,13,NaN
2025-02-10T11:00,6.8,80,34.2,258,2,67,1037.7,1037.7,2.44,256,1.44,246,1.5,7,NaN
2025-02-10T12:00,6.8,68,37.8,253,0,18,1037.8,1037.8,2.42,256,1.44,248,1.5,7,NaN
2025-02-10T13:00,6.8,71,39.2,244,2,70,1038.1,1038.1,2.44,254,1.48,247,1.5,7,NaN
2025-02-10T14:00,6.9,76,43.6,243,3,96,1038.1,1038.1,2.48,253,1.52,246,1.5,7,NaN
2025-02-10T15:00,6.9,80,41.8,243,3,99,1037.9,1037.9,2.5,251,1.56,245,1.5,7,NaN
2025-02-10T16:00,7.1,81,41,246,3,100,1038.1,1038.1,2.52,251,1.58,243,1.5,7,NaN
2025-02-10T17:00,7,84,38.2,247,3,96,1038.4,1038.4,2.56,252,1.6,242,1.5,14,NaN
2025-02-10T18:00,7.1,83,36.7,243,3,96,1038.5,1038.5,2.58,252,1.62,240,1.5,14,NaN
2025-02-10T19:00,7.2,83,37.4,239,3,99,1038.5,1038.5,2.52,253,1.58,241,1.7,13,NaN
2025-02-10T20:00,7.2,83,39.2,233,3,87,1038.6,1038.6,2.44,254,1.54,241,1.6,6,NaN
2025-02-10T21:00,7.1,85,40,237,2,68,1038.5,1038.5,2.38,255,1.5,242,1.6,6,NaN
2025-02-10T22:00,6.7,86,41,239,1,34,1038.6,1038.6,2.34,256,1.46,242,1.5,7,NaN
2025-02-10T23:00,6.4,87,40.3,242,2,75,1038.8,1038.8,2.32,257,1.42,243,1.5,7,NaN
2025-02-11T00:00,6.6,86,37.1,241,3,99,1038.8,1038.8,2.28,258,1.38,243,1.3,0,NaN
2025-02-11T01:00,6.8,86,36.7,246,3,100,1038.5,1038.5,2.32,259,1.32,245,1.3,0,NaN
