latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation,,,,,,,,,,
2025-01-16T02:00,5.26,232,3.9,253,1.1,81,4.7,,,,,,,,
2025-01-16T03:00,5.26,232,3.82,255,1.1,90,4.7,,,,,,,,
2025-01-16T04:00,5.2,234,3.74,258,0.9,90,4.7,,,,,,,,
2025-01-16T05:00,5.12,235,3.64,260,0.9,101,4.7,,,,,,,,
2025-01-16T06:00,5.06,237,3.56,263,0.7,104,4.7,,,,,,,,
2025-01-16T07:00,4.92,237,3.34,266,0.6,108,4.7,,,,,,,,
2025-01-16T08:00,4.8,238,3.1,268,0.6,108,4.7,,,,,,,,
2025-01-16T09:00,4.66,238,2.88,271,0.5,90,4.7,,,,,,,,
2025-01-16T10:00,4.56,238,2.64,273,0.6,72,4.8,,,,,,,,
2025-01-16T11:00,4.46,237,2.38,276,0.6,72,4.8,,,,,,,,
2025-01-16T12:00,4.36,237,2.14,278,0.6,56,4.8,,,,,,,,
2025-01-16T13:00,4.24,235,1.84,267,0.6,56,4.8,,,,,,,,
2025-01-16T14:00,4.14,234,1.52,257,0.6,56,4.8,,,,,,,,
2025-01-16T15:00,4.02,232,1.22,246,0.6,56,4.8,,,,,,,,
2025-01-16T16:00,3.98,229,1,233,0.5,45,4.8,,,,,,,,
2025-01-16T17:00,3.96,226,0.8,221,0.4,27,4.9,,,,,,,,
2025-01-16T18:00,3.92,223,0.58,208,0.5,0,4.9,,,,,,,,
2025-01-16T19:00,3.9,222,0.74,206,0.7,0,4.9,,,,,,,,
2025-01-16T20:00,3.86,221,0.9,205,0.9,0,4.9,,,,,,,,
2025-01-16T21:00,3.84,220,1.06,203,0.9,0,5,,,,,,,,
2025-01-16T22:00,3.78,220,1.3,203,1.1,0,5,,,,,,,,
2025-01-16T23:00,3.74,219,1.56,202,1.1,9,5.1,,,,,,,,
2025-01-17T00:00,3.68,219,1.8,202,1.3,16,5.1,,,,,,,,
2025-01-17T01:00,3.68,219,1.72,209,1.1,18,5.1,,,,,,,,
2025-01-17T02:00,3.68,219,1.62,216,1,22,5.1,,,,,,,,
2025-01-17T03:00,3.68,219,1.54,223,1,22,5.1,,,,,,,,
2025-01-17T04:00,3.82,221,1.42,231,0.8,45,5.1,,,,,,,,
2025-01-17T05:00,3.98,222,1.32,240,0.6,34,5.1,,,,,,,,
2025-01-17T06:00,4.12,224,1.2,248,0.5,45,5.1,,,,,,,,
2025-01-17T07:00,4.14,223,1.02,246,0.6,18,5.1,,,,,,,,
2025-01-17T08:00,4.18,221,0.82,244,0.5,0,5.1,,,,,,,,
2025-01-17T09:00,4.2,220,0.64,242,0.7,0,5.2,,,,,,,,
2025-01-17T10:00,4.26,220,0.5,238,0.7,0,5.2,,,,,,,,
2025-01-17T11:00,4.34,220,0.38,234,0.9,0,5.2,,,,,,,,
2025-01-17T12:00,4.4,220,0.24,230,1.1,0,5.2,,,,,,,,
2025-01-17T13:00,4.32,218,0.42,239,1.1,9,5.2,,,,,,,,
2025-01-17T14:00,4.26,216,0.62,248,0.9,11,5.2,,,,,,,,
2025-01-17T15:00,4.18,214,0.8,257,1,22,5.2,,,,,,,,
2025-01-17T16:00,4.14,216,1,264,0.9,37,5.2,,,,,,,,
2025-01-17T17:00,4.08,219,1.18,270,0.8,45,5.2,,,,,,,,
2025-01-17T18:00,4.04,221,1.38,277,0.6,56,5.2,,,,,,,,
2025-01-17T19:00,4.1,225,1.42,284,0.6,72,5.2,,,,,,,,
2025-01-17T20:00,4.14,230,1.46,291,0.4,90,5.3,,,,,,,,
2025-01-17T21:00,4.2,234,1.5,298,0.3,135,5.3,,,,,,,,
2025-01-17T22:00,4.66,238,1.64,310,0.3,135,5.3,,,,,,,,
2025-01-17T23:00,5.12,241,1.8,323,0.2,180,5.4,,,,,,,,
2025-01-18T00:00,5.58,245,1.94,335,0.2,90,5.4,,,,,,,,
2025-01-18T01:00,5.5,248,2,336,0.2,90,5.4,,,,,,,,
2025-01-18T02:00,5.44,252,2.04,337,0.2,90,5.4,,,,,,,,
2025-01-18T03:00,5.36,255,2.1,338,0.2,90,5.4,,,,,,,,
2025-01-18T04:00,5.38,256,2.06,338,0.4,117,5.4,,,,,,,,
2025-01-18T05:00,5.38,258,2.02,338,0.3,135,5.4,,,,,,,,
2025-01-18T06:00,5.4,259,1.98,338,0.4,153,5.4,,,,,,,,
2025-01-18T07:00,5.48,262,1.96,341,0.4,153,5.4,,,,,,,,
2025-01-18T08:00,5.54,265,1.94,345,0.4,180,5.4,,,,,,,,
2025-01-18T09:00,5.62,268,1.92,348,0.4,180,5.4,,,,,,,,
2025-01-18T10:00,5.74,272,1.9,352,0.4,180,5.4,,,,,,,,
2025-01-18T11:00,5.86,276,1.88,357,0.4,180,5.4,,,,,,,,
2025-01-18T12:00,5.98,280,1.86,1,0.4,207,5.4,,,,,,,,
2025-01-18T13:00,5.72,281,1.8,5,0.3,225,5.4,,,,,,,,
2025-01-18T14:00,5.44,283,1.74,9,0.3,225,5.4,,,,,,,,
2025-01-18T15:00,5.18,284,1.68,13,0.3,225,5.4,,,,,,,,
2025-01-18T16:00,4.96,286,1.68,17,0.3,225,5.4,,,,,,,,
2025-01-18T17:00,4.74,287,1.66,21,0.4,243,5.4,,,,,,,,
2025-01-18T18:00,4.52,289,1.66,25,0.3,225,5.4,,,,,,,,
2025-01-18T19:00,4.44,297,1.84,21,0.5,225,5.4,,,,,,,,
2025-01-18T20:00,4.34,306,2,18,0.5,225,5.4,,,,,,,,
2025-01-18T21:00,4.26,314,2.18,14,0.5,225,5.4,,,,,,,,
2025-01-18T22:00,4.14,321,2.32,11,0.6,198,5.4,,,,,,,,
2025-01-18T23:00,4,327,2.44,7,0.6,198,5.4,,,,,,,,
2025-01-19T00:00,3.88,334,2.58,4,0.6,198,5.4,,,,,,,,
2025-01-19T01:00,3.78,338,2.58,1,0.6,198,5.4,,,,,,,,
2025-01-19T02:00,3.7,343,2.6,358,0.6,198,5.4,,,,,,,,
2025-01-19T03:00,3.6,347,2.6,355,0.5,180,5.4,,,,,,,,
2025-01-19T04:00,3.58,348,2.62,352,0.5,180,5.3,,,,,,,,
2025-01-19T05:00,3.56,350,2.66,350,0.5,180,5.3,,,,,,,,
2025-01-19T06:00,3.54,351,2.68,347,0.7,166,5.3,,,,,,,,
2025-01-19T07:00,3.56,352,2.74,346,0.7,166,5.3,,,,,,,,
2025-01-19T08:00,3.6,352,2.82,346,0.7,166,5.3,,,,,,,,
2025-01-19T09:00,3.62,353,2.88,345,0.7,166,5.3,,,,,,,,
2025-01-19T10:00,3.7,353,2.94,345,0.9,169,5.3,,,,,,,,
2025-01-19T11:00,3.78,354,3.02,345,0.9,169,5.3,,,,,,,,
2025-01-19T12:00,3.86,354,3.08,345,0.7,166,5.3,,,,,,,,
2025-01-19T13:00,3.94,354,3.06,344,0.7,166,5.3,,,,,,,,
2025-01-19T14:00,4,353,3.06,343,0.7,166,5.3,,,,,,,,
2025-01-19T15:00,4.08,353,3.04,342,0.8,153,5.3,,,,,,,,
2025-01-19T16:00,4.08,352,3,342,0.8,153,5.2,,,,,,,,
2025-01-19T17:00,4.08,351,2.96,342,0.8,153,5.2,,,,,,,,
2025-01-19T18:00,4.08,350,2.92,342,0.8,153,5.2,,,,,,,,
2025-01-19T19:00,4.04,349,2.76,343,0.8,153,5.2,,,,,,,,
2025-01-19T20:00,4,348,2.6,343,0.8,153,5.2,,,,,,,,
2025-01-19T21:00,3.96,347,2.44,344,0.8,153,5.2,,,,,,,,
2025-01-19T22:00,3.88,346,2.26,345,0.8,153,5.2,,,,,,,,
2025-01-19T23:00,3.78,345,2.08,347,0.7,166,5.2,,,,,,,,
2025-01-20T00:00,3.7,344,1.9,348,0.8,153,5.2,,,,,,,,
2025-01-20T01:00,3.64,345,1.88,352,0.7,166,5.2,,,,,,,,
2025-01-20T02:00,3.56,345,1.86,356,0.7,166,5.2,,,,,,,,
2025-01-20T03:00,3.5,346,1.84,0,0.6,162,5.2,,,,,,,,
2025-01-20T04:00,3.44,348,1.82,3,0.6,162,5.2,,,,,,,,
2025-01-20T05:00,3.38,349,1.8,7,0.6,162,5.2,,,,,,,,
2025-01-20T06:00,3.32,351,1.78,10,0.6,162,5.2,,,,,,,,
2025-01-20T07:00,3.3,351,1.6,12,0.5,180,5.2,,,,,,,,
2025-01-20T08:00,3.26,352,1.42,13,0.6,162,5.2,,,,,,,,
2025-01-20T09:00,3.24,352,1.24,15,0.6,162,5.2,,,,,,,,
2025-01-20T10:00,3.18,353,1.08,16,0.6,162,5.2,,,,,,,,
2025-01-20T11:00,3.1,353,0.94,18,0.6,162,5.2,,,,,,,,
2025-01-20T12:00,3.04,354,0.78,19,0.4,153,5.2,,,,,,,,
2025-01-20T13:00,2.98,355,0.72,24,0.4,153,5.2,,,,,,,,
2025-01-20T14:00,2.94,357,0.68,29,0.4,153,5.2,,,,,,,,
2025-01-20T15:00,2.88,358,0.62,34,0.4,153,5.2,,,,,,,,
2025-01-20T16:00,2.78,1,0.58,38,0.3,135,5.2,,,,,,,,
2025-01-20T17:00,2.66,3,0.52,43,0.2,180,5.2,,,,,,,,
2025-01-20T18:00,2.56,6,0.48,47,0.2,180,5.2,,,,,,,,
2025-01-20T19:00,2.56,11,0.46,53,0.2,180,5.2,,,,,,,,
2025-01-20T20:00,2.56,16,0.44,58,0.2,180,5.2,,,,,,,,
2025-01-20T21:00,2.56,21,0.42,64,0.2,180,5.2,,,,,,,,
2025-01-20T22:00,2.6,25,0.42,69,0,90,5.1,,,,,,,,
2025-01-20T23:00,2.66,29,0.4,74,0.2,90,5.1,,,,,,,,
2025-01-21T00:00,2.7,33,0.4,79,0.2,90,5.1,,,,,,,,
2025-01-21T01:00,2.64,35,0.4,80,0.2,90,5.1,,,,,,,,
2025-01-21T02:00,2.58,36,0.38,82,0.2,90,5.1,,,,,,,,
2025-01-21T03:00,2.52,38,0.38,83,0.2,90,5.1,,,,,,,,
2025-01-21T04:00,2.48,40,0.4,84,0.2,90,5.1,,,,,,,,
2025-01-21T05:00,2.46,43,0.4,84,0,90,5.1,,,,,,,,
2025-01-21T06:00,2.42,45,0.42,85,0,90,5.1,,,,,,,,
2025-01-21T07:00,2.4,45,0.4,85,0,90,5.1,,,,,,,,
2025-01-21T08:00,2.38,44,0.36,84,0.2,0,5.1,,,,,,,,
2025-01-21T09:00,2.36,44,0.34,84,0.2,0,5.1,,,,,,,,
2025-01-21T10:00,2.36,51,0.32,83,0.2,0,5.1,,,,,,,,
2025-01-21T11:00,2.38,57,0.3,81,0.3,45,5.1,,,,,,,,
2025-01-21T12:00,2.38,64,0.28,80,0.3,45,5.1,,,,,,,,
2025-01-21T13:00,2.36,72,0.26,81,0.3,45,5.1,,,,,,,,
2025-01-21T14:00,2.32,80,0.22,82,0.3,45,5.1,,,,,,,,
2025-01-21T15:00,2.3,88,0.2,83,0.3,45,5.1,,,,,,,,
2025-01-21T16:00,2.24,88,0.18,83,0.2,0,5.1,,,,,,,,
2025-01-21T17:00,2.18,88,0.14,83,0.3,45,5.1,,,,,,,,
2025-01-21T18:00,2.12,88,0.12,83,0.2,0,5.1,,,,,,,,
2025-01-21T19:00,2.16,87,0.08,91,0.2,0,5.1,,,,,,,,
2025-01-21T20:00,2.22,86,0.04,99,0.2,0,5.1,,,,,,,,
2025-01-21T21:00,2.26,85,0,107,0.3,45,5.1,,,,,,,,
2025-01-21T22:00,2.22,85,0,113,0.3,45,5.1,,,,,,,,
2025-01-21T23:00,2.16,86,0,120,0.3,45,5.1,,,,,,,,
2025-01-22T00:00,2.12,86,0,126,0,90,5.1,,,,,,,,
2025-01-22T01:00,2.06,89,0,147,0,90,5.1,,,,,,,,
2025-01-22T02:00,2.02,92,0,168,0.2,90,5.1,,,,,,,,
2025-01-22T03:00,1.96,95,0,189,0.2,90,5.1,,,,,,,,
2025-01-22T04:00,1.88,100,0.02,207,0.2,90,5.1,,,,,,,,
2025-01-22T05:00,1.82,104,0.02,224,0.2,90,5.1,,,,,,,,
2025-01-22T06:00,1.74,109,0.04,242,0.2,90,5.1,,,,,,,,
2025-01-22T07:00,1.72,114,0.14,245,0.4,90,5.1,,,,,,,,
2025-01-22T08:00,1.68,118,0.26,247,0.4,90,5.1,,,,,,,,
2025-01-22T09:00,1.66,123,0.36,250,0.6,72,5.1,,,,,,,,
2025-01-22T10:00,1.7,140,0.48,250,0.6,72,5.1,,,,,,,,
2025-01-22T11:00,1.74,158,0.6,249,0.7,76,5.1,,,,,,,,
2025-01-22T12:00,1.78,175,0.72,249,0.7,76,5.1,,,,,,,,
2025-01-22T13:00,1.86,196,0.86,253,0.9,90,5.1,,,,,,,,
2025-01-22T14:00,1.94,217,1,256,0.9,90,5.1,,,,,,,,
2025-01-22T15:00,2.02,238,1.14,260,0.9,90,5.1,,,,,,,,
2025-01-22T16:00,2.1,248,1.28,263,0.9,90,5,,,,,,,,
2025-01-22T17:00,2.18,257,1.44,267,0.9,101,5,,,,,,,,
2025-01-22T18:00,2.26,267,1.58,270,0.9,101,5,,,,,,,,
2025-01-22T19:00,2.34,270,1.68,272,0.9,101,5,,,,,,,,
2025-01-22T20:00,2.44,274,1.78,273,0.9,101,5,,,,,,,,
2025-01-22T21:00,2.52,277,1.88,275,0.9,101,5,,,,,,,,
2025-01-22T22:00,2.66,278,1.94,276,0.9,101,5,,,,,,,,
2025-01-22T23:00,2.8,279,2.02,278,0.9,101,5,,,,,,,,
2025-01-23T00:00,2.94,280,2.08,279,0.9,101,5,,,,,,,,
2025-01-23T01:00,2.9,279,1.92,281,1.1,108,5,,,,,,,,
2025-01-23T02:00,2.84,279,1.74,284,1,112,5,,,,,,,,
2025-01-23T03:00,2.8,278,1.58,286,1,112,5,,,,,,,,
2025-01-23T04:00,2.76,278,1.42,290,1,121,5,,,,,,,,
2025-01-23T05:00,2.72,278,1.26,295,0.9,127,5,,,,,,,,
2025-01-23T06:00,2.68,278,1.1,299,0.9,127,5,,,,,,,,
2025-01-23T07:00,2.6,277,0.98,300,0.8,117,5,,,,,,,,
2025-01-23T08:00,2.54,277,0.84,302,0.6,124,5,,,,,,,,
2025-01-23T09:00,2.46,276,0.72,303,0.6,124,5,,,,,,,,
2025-01-23T10:00,2.36,275,0.62,305,0.6,108,4.9,,,,,,,,
2025-01-23T11:00,2.24,274,0.52,306,0.6,108,4.9,,,,,,,,
2025-01-23T12:00,2.14,273,0.42,308,0.6,108,4.9,,,,,,,,
2025-01-23T13:00,2.04,272,0.34,304,0.6,108,4.9,,,,,,,,
2025-01-23T14:00,1.94,272,0.26,301,0.6,108,4.9,,,,,,,,
2025-01-23T15:00,1.84,271,0.18,297,0.6,108,4.9,,,,,,,,
2025-01-23T16:00,1.76,270,0.12,293,0.6,108,4.9,,,,,,,,
2025-01-23T17:00,1.7,270,0.06,288,0.6,108,4.9,,,,,,,,
2025-01-23T18:00,1.62,269,0,284,0.4,117,4.9,,,,,,,,
2025-01-23T19:00,1.6,268,0,280,0.4,117,4.9,,,,,,,,
2025-01-23T20:00,1.6,268,0,276,0.4,117,4.9,,,,,,,,
2025-01-23T21:00,1.58,267,0,272,0.4,117,4.9,,,,,,,,
2025-01-23T22:00,1.56,267,0,268,0.4,90,4.9,,,,,,,,
2025-01-23T23:00,1.52,266,0,264,0.4,90,4.9,,,,,,,,
2025-01-24T00:00,1.5,266,0,260,0.4,90,4.9,,,,,,,,
2025-01-24T01:00,1.46,266,0,236,0.4,90,4.9,,,,,,,,
2025-01-24T02:00,1.42,265,0,213,0.4,90,4.9,,,,,,,,
2025-01-24T03:00,1.38,265,0,189,0.4,117,4.9,,,,,,,,
2025-01-24T04:00,1.34,264,0,166,0.4,117,4.9,,,,,,,,
2025-01-24T05:00,1.28,264,0.02,142,0.4,117,4.9,,,,,,,,
2025-01-24T06:00,1.24,263,0.02,119,0.3,135,4.9,,,,,,,,
2025-01-24T07:00,1.2,263,0.02,117,0.2,90,4.9,,,,,,,,
2025-01-24T08:00,1.16,263,0.04,114,0.2,90,4.9,,,,,,,,
2025-01-24T09:00,1.12,263,0.04,112,0.2,90,4.9,,,,,,,,
2025-01-24T10:00,1.12,262,0.1,111,0.3,45,4.9,,,,,,,,
2025-01-24T11:00,1.1,262,0.18,109,0.2,0,4.9,,,,,,,,
2025-01-24T12:00,1.1,261,0.24,108,0.2,0,4.9,,,,,,,,
2025-01-24T13:00,1.1,262,0.32,108,0.2,0,4.9,,,,,,,,
2025-01-24T14:00,1.1,262,0.38,107,0,90,4.9,,,,,,,,
2025-01-24T15:00,1.1,263,0.46,107,0,90,4.9,,,,,,,,
2025-01-24T16:00,1.14,239,0.58,108,0.2,270,4.9,,,,,,,,
2025-01-24T17:00,1.18,214,0.72,109,0.2,270,4.9,,,,,,,,
2025-01-24T18:00,1.22,190,0.84,110,0.4,270,4.9,,,,,,,,
2025-01-24T19:00,1.42,161,1.08,107,0.6,288,4.9,,,,,,,,
2025-01-24T20:00,1.6,132,1.32,103,0.6,288,4.9,,,,,,,,
2025-01-24T21:00,1.8,103,1.56,100,0.7,284,4.9,,,,,,,,
2025-01-24T22:00,2.2,100,2,98,0.8,297,4.9,,,,,,,,
2025-01-24T23:00,2.62,96,2.46,95,1,292,4.9,,,,,,,,
2025-01-25T00:00,3.02,93,2.9,93,1,292,4.9,,,,,,,,
2025-01-25T01:00,3.38,94,3.26,93,1,292,4.9,,,,,,,,
2025-01-25T02:00,3.74,94,3.62,93,1.1,279,4.9,,,,,,,,
2025-01-25T03:00,4.1,95,3.98,93,1.1,279,4.9,,,,,,,,
2025-01-25T04:00,4.42,95,4.3,93,1.1,279,4.9,,,,,,,,
2025-01-25T05:00,4.74,94,4.64,92,1.3,278,4.9,,,,,,,,
2025-01-25T06:00,5.06,94,4.96,92,1.3,278,4.9,,,,,,,,
2025-01-25T07:00,5.18,93,5.06,91,1.1,279,4.9,,,,,,,,
2025-01-25T08:00,5.3,93,5.16,91,1.1,279,4.9,,,,,,,,
2025-01-25T09:00,5.42,92,5.26,90,1.1,279,4.9,,,,,,,,
2025-01-25T10:00,5.6,91,5.42,88,1.1,279,4.9,,,,,,,,
2025-01-25T11:00,5.8,90,5.56,87,1.1,270,4.9,,,,,,,,
2025-01-25T12:00,5.98,89,5.72,85,1.1,270,4.9,,,,,,,,
2025-01-25T13:00,5.9,88,5.64,84,1.1,270,4.9,,,,,,,,
2025-01-25T14:00,5.82,87,5.56,83,1.1,261,4.9,,,,,,,,
2025-01-25T15:00,5.74,86,5.48,82,1.1,261,4.9,,,,,,,,
2025-01-25T16:00,5.84,85,5.6,81,1.1,261,4.9,,,,,,,,
2025-01-25T17:00,5.94,83,5.7,81,1.1,261,4.9,,,,,,,,
2025-01-25T18:00,6.04,82,5.82,80,1.3,262,4.9,,,,,,,,
2025-01-25T19:00,6.16,81,5.86,79,1.3,262,4.9,,,,,,,,
2025-01-25T20:00,6.26,79,5.92,79,1.3,270,4.9,,,,,,,,
2025-01-25T21:00,6.38,78,5.96,78,1.3,270,4.9,,,,,,,,
2025-01-25T22:00,6.32,78,5.68,79,1.1,270,4.9,,,,,,,,
2025-01-25T23:00,6.28,77,5.38,81,1.1,279,4.9,,,,,,,,
2025-01-26T00:00,6.22,77,5.1,82,0.9,281,4.9,,,,,,,,
2025-01-26T01:00,6.14,78,4.82,83,0.9,281,4.9,,,,,,,,
2025-01-26T02:00,6.04,78,4.52,85,0.9,281,4.9,,,,,,,,
2025-01-26T03:00,5.96,79,4.24,86,0.9,270,4.9,,,,,,,,
2025-01-26T04:00,5.94,79,3.98,88,0.9,270,4.9,,,,,,,,
2025-01-26T05:00,5.9,80,3.74,89,0.9,270,4.9,,,,,,,,
2025-01-26T06:00,5.88,80,3.48,91,0.9,281,4.9,,,,,,,,
2025-01-26T07:00,5.9,80,3.26,91,0.9,281,4.9,,,,,,,,
2025-01-26T08:00,5.92,80,3.04,91,0.7,284,4.9,,,,,,,,
2025-01-26T09:00,5.94,80,2.82,91,0.7,284,4.9,,,,,,,,
2025-01-26T10:00,5.86,81,2.64,91,0.7,284,4.9,,,,,,,,
2025-01-26T11:00,5.76,81,2.48,91,0.7,284,4.9,,,,,,,,
2025-01-26T12:00,5.68,82,2.3,91,0.7,284,4.9,,,,,,,,
2025-01-26T13:00,5.64,83,2.1,88,0.5,270,4.9,,,,,,,,
2025-01-26T14:00,5.58,85,1.88,84,0.5,270,4.9,,,,,,,,
2025-01-26T15:00,5.54,86,1.68,81,0.5,270,4.9,,,,,,,,
2025-01-26T16:00,5.52,86,1.5,77,0.5,270,4.9,,,,,,,,
2025-01-26T17:00,5.48,87,1.34,73,0.6,252,4.9,,,,,,,,
2025-01-26T18:00,5.46,87,1.16,69,0.6,252,4.9,,,,,,,,
2025-01-26T19:00,5.36,85,1.14,48,0.5,225,4.9,,,,,,,,
2025-01-26T20:00,5.28,83,1.12,26,0.4,207,4.9,,,,,,,,
2025-01-26T21:00,5.18,81,1.1,5,0.4,180,4.9,,,,,,,,
2025-01-26T22:00,5.1,82,1.12,321,0.3,135,4.9,,,,,,,,
2025-01-26T23:00,5,84,1.14,276,0.5,90,4.9,,,,,,,,
2025-01-27T00:00,4.92,85,1.16,232,0.7,76,4.9,,,,,,,,
2025-01-27T01:00,4.78,94,1.38,227,0.7,76,4.9,,,,,,,,
2025-01-27T02:00,4.64,103,1.6,221,0.7,76,4.9,,,,,,,,
2025-01-27T03:00,4.5,112,1.82,216,0.7,76,4.9,,,,,,,,
2025-01-27T04:00,4.42,119,1.88,211,0.8,63,4.8,,,,,,,,
2025-01-27T05:00,4.34,126,1.96,206,0.6,56,4.8,,,,,,,,
2025-01-27T06:00,4.26,133,2.02,201,0.6,56,4.8,,,,,,,,
2025-01-27T07:00,4.22,132,1.72,199,0.8,45,4.8,,,,,,,,
2025-01-27T08:00,4.16,131,1.44,196,0.6,34,4.8,,,,,,,,
2025-01-27T09:00,4.12,130,1.14,194,0.6,34,4.8,,,,,,,,
2025-01-27T10:00,4.04,126,0.86,187,0.6,34,4.8,,,,,,,,
2025-01-27T11:00,3.98,122,0.6,181,0.6,34,4.8,,,,,,,,
2025-01-27T12:00,3.9,118,0.32,174,0.5,45,4.8,,,,,,,,
2025-01-27T13:00,3.82,113,0.32,193,0.4,27,4.8,,,,,,,,
2025-01-27T14:00,3.72,107,0.34,211,0.3,45,4.8,,,,,,,,
2025-01-27T15:00,3.64,102,0.34,230,0.3,45,4.8,,,,,,,,
2025-01-27T16:00,3.64,103,0.34,245,0.3,45,4.8,,,,,,,,
2025-01-27T17:00,3.62,104,0.32,259,0.2,90,4.8,,,,,,,,
2025-01-27T18:00,3.62,105,0.32,274,0.4,90,4.8,,,,,,,,
2025-01-27T19:00,3.62,109,0.36,262,0.4,90,4.8,,,,,,,,
2025-01-27T20:00,3.64,114,0.42,249,0.4,63,4.8,,,,,,,,
2025-01-27T21:00,3.64,118,0.46,237,0.4,63,4.8,,,,,,,,
2025-01-27T22:00,3.58,123,0.48,222,0.5,45,4.8,,,,,,,,
2025-01-27T23:00,3.5,127,0.5,207,0.5,45,4.8,,,,,,,,
2025-01-28T00:00,3.44,132,0.52,192,0.4,27,4.8,,,,,,,,
2025-01-28T01:00,3.4,133,0.52,183,0.4,27,4.8,,,,,,,,
2025-01-28T02:00,3.34,134,0.54,173,0.4,27,4.8,,,,,,,,
2025-01-28T03:00,3.3,135,0.54,164,0.4,27,4.9,,,,,,,,
2025-01-28T04:00,3.28,134,0.52,155,0.4,0,4.9,,,,,,,,
2025-01-28T05:00,3.24,134,0.5,147,0.4,0,4.9,,,,,,,,
2025-01-28T06:00,3.22,133,0.48,138,0.4,0,4.9,,,,,,,,
2025-01-28T07:00,3.14,132,0.7,136,0.4,333,4.9,,,,,,,,
2025-01-28T08:00,3.08,130,0.94,135,0.6,342,4.9,,,,,,,,
2025-01-28T09:00,3,129,1.16,133,0.6,342,4.9,,,,,,,,
2025-01-28T10:00,3.04,129,1.38,132,0.8,333,4.9,,,,,,,,
2025-01-28T11:00,3.08,129,1.62,130,0.8,333,4.9,,,,,,,,
2025-01-28T12:00,3.12,129,1.84,129,1,338,4.9,,,,,,,,
2025-01-28T13:00,3.12,134,1.88,140,0.9,349,4.9,,,,,,,,
2025-01-28T14:00,3.1,138,1.92,151,0.9,0,4.9,,,,,,,,
2025-01-28T15:00,3.1,143,1.96,162,1,22,4.9,,,,,,,,
2025-01-28T16:00,3.04,151,1.9,173,0.9,37,4.9,,,,,,,,
2025-01-28T17:00,2.98,160,1.82,185,0.8,45,4.9,,,,,,,,
2025-01-28T18:00,2.92,168,1.76,196,0.8,45,4.9,,,,,,,,
2025-01-28T19:00,3.02,181,2,206,0.9,53,4.9,,,,,,,,
2025-01-28T20:00,3.12,194,2.22,215,0.9,53,4.9,,,,,,,,
2025-01-28T21:00,3.22,207,2.46,225,0.9,53,4.9,,,,,,,,
2025-01-28T22:00,3.46,214,2.68,231,1.2,51,4.9,,,,,,,,
2025-01-28T23:00,3.7,222,2.92,238,1.2,63,4.9,,,,,,,,
2025-01-29T00:00,3.94,229,3.14,244,1.5,76,4.9,,,,,,,,
