latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation,,,,,,,,,,
2025-02-04T11:00,6.6,88,34.2,197,3,100,996,996,6.9,225,1.52,190,1,22,NaN
2025-02-04T12:00,6.6,89,36,190,3,100,994.9,994.9,7.04,227,1.52,187,1,22,NaN
2025-02-04T13:00,6.7,89,37.4,187,3,100,994.5,994.5,6.96,228,1.52,188,1.2,27,NaN
2025-02-04T14:00,6.7,89,39.6,181,3,100,993.8,993.8,6.86,228,1.54,190,1.2,27,NaN
2025-02-04T15:00,6,82,47.9,180,3,100,993.4,993.4,6.78,229,1.54,191,1.2,27,NaN
2025-02-04T16:00,5.9,85,43.6,179,3,100,992.7,992.7,6.7,228,1.54,193,1.3,34,NaN
2025-02-04T17:00,5.8,87,38.5,189,3,100,992,992,6.64,228,1.52,194,1.2,39,NaN
2025-02-04T18:00,5.8,87,33.5,187,3,100,991.2,991.2,6.56,227,1.52,196,1,45,NaN
2025-02-04T19:00,5.7,89,28.8,205,51,100,990.5,990.5,6.44,228,1.36,208,0.9,53,NaN
2025-02-04T20:00,5.4,86,29.2,204,53,100,990,990,6.32,228,1.18,220,0.8,63,NaN
2025-02-04T21:00,5.9,88,28.8,261,51,100,990.2,990.2,6.2,229,1.02,232,0.6,72,NaN
2025-02-04T22:00,5.7,82,31,268,51,100,990.6,990.6,6.24,229,0.9,245,0.6,72,NaN
2025-02-04T23:00,5.3,75,30.2,273,3,97,991.3,991.3,6.3,228,0.76,258,0.6,72,NaN
2025-02-05T00:00,5,74,26.6,277,1,49,991.6,991.6,6.34,228,0.64,271,0.6,56,NaN
2025-02-05T01:00,4.9,73,23,258,1,28,992.2,992.2,6.12,228,0.56,266,0.6,56,NaN
2025-02-05T02:00,5,73,22.3,248,3,87,992.6,992.6,5.88,227,0.48,260,0.8,45,NaN
2025-02-05T03:00,5.1,73,22.7,244,3,100,994.1,994.1,5.66,227,0.4,255,0.8,45,NaN
2025-02-05T04:00,5.2,73,21.2,233,3,100,994.4,994.4,5.52,228,0.34,248,0.8,45,NaN
2025-02-05T05:00,4.2,87,24.8,272,51,100,994.5,994.5,5.4,228,0.3,240,0.9,53,NaN
2025-02-05T06:00,2.9,91,9.7,264,53,100,995,995,5.26,229,0.24,233,0.9,53,NaN
2025-02-05T07:00,1.7,100,13,258,63,100,995.7,995.7,5.06,229,0.44,233,0.8,63,NaN
2025-02-05T08:00,1.5,100,28.1,259,61,100,996.5,996.5,4.86,229,0.62,232,0.8,63,NaN
2025-02-05T09:00,3,90,20.5,264,51,100,997.8,997.8,4.66,229,0.82,232,0.8,63,NaN
2025-02-05T10:00,4.9,68,34.6,246,3,91,998.8,998.8,4.56,229,1.16,231,0.8,63,NaN
2025-02-05T11:00,4.8,58,38.5,247,1,22,999.7,999.7,4.48,230,1.5,229,0.9,53,NaN
2025-02-05T12:00,5.2,59,33.5,233,1,38,999.7,999.7,4.38,230,1.84,228,1,59,NaN
2025-02-05T13:00,5.3,62,42.1,215,3,90,1000.6,1000.6,4.44,230,2.22,231,1.2,51,NaN
2025-02-05T14:00,2.3,84,27.7,238,53,100,1001.4,1001.4,4.5,229,2.58,235,1.3,56,NaN
2025-02-05T15:00,4.4,73,41,228,3,81,1002.4,1002.4,4.56,229,2.96,238,1.5,60,NaN
2025-02-05T16:00,4.6,70,52.9,248,53,62,1003.6,1003.6,4.66,232,3.34,241,1.4,67,NaN
2025-02-05T17:00,4.6,65,51.8,250,3,85,1004.9,1004.9,4.76,234,3.7,243,1.5,69,NaN
2025-02-05T18:00,4.7,63,53.3,249,1,39,1006.4,1006.4,4.86,237,4.08,246,1.5,76,NaN
2025-02-05T19:00,4.8,60,53.3,248,0,4,1008.2,1008.2,4.9,238,4.18,244,1.3,74,NaN
2025-02-05T20:00,4.8,62,47.5,237,2,73,1009.2,1009.2,4.96,239,4.28,242,1.3,74,NaN
2025-02-05T21:00,4.9,66,49.7,240,2,61,1010.2,1010.2,5,240,4.38,240,1.1,72,NaN
2025-02-05T22:00,5,69,50.4,237,2,77,1011,1011,4.94,239,4.22,237,1.2,63,NaN
2025-02-05T23:00,5.2,70,50,230,1,37,1011.2,1011.2,4.9,239,4.06,233,1.2,63,NaN
2025-02-06T00:00,5.4,77,51.1,221,1,43,1011.7,1011.7,4.84,238,3.9,230,1.3,56,NaN
2025-02-06T01:00,5.7,81,55.8,210,3,89,1011,1011,5,236,4.28,229,1.4,50,NaN
2025-02-06T02:00,5.9,84,62.3,205,3,100,1009.9,1009.9,5.14,235,4.64,229,1.5,45,NaN
2025-02-06T03:00,6.1,86,70.6,204,3,100,1009.1,1009.1,5.3,233,5.02,228,1.8,45,NaN
2025-02-06T04:00,6.1,88,76.3,199,51,100,1006.7,1006.7,5.8,231,5.54,227,2,45,NaN
2025-02-06T05:00,6.2,90,85.3,202,53,100,1003.8,1003.8,6.28,230,6.08,227,2.2,42,NaN
2025-02-06T06:00,6.2,91,89.3,211,63,100,1002.7,1002.7,6.78,228,6.6,226,2.3,45,NaN
2025-02-06T07:00,6.8,90,84.2,222,61,100,1002.1,1002.1,7.1,228,6.9,226,2.2,48,NaN
2025-02-06T08:00,6.9,89,86.4,228,53,100,1002.5,1002.5,7.4,229,7.2,227,1.9,56,NaN
2025-02-06T09:00,6.9,89,83.9,231,53,100,1003.5,1003.5,7.72,229,7.5,227,1.9,56,NaN
2025-02-06T10:00,7,89,83.5,234,51,100,1004.3,1004.3,8,231,7.72,229,1.9,61,NaN
2025-02-06T11:00,6.9,90,83.2,233,51,100,1005.4,1005.4,8.28,232,7.94,230,1.7,58,NaN
2025-02-06T12:00,6.9,90,83.2,232,51,100,1006.4,1006.4,8.56,234,8.16,232,1.7,58,NaN
2025-02-06T13:00,6.9,91,86.4,232,51,100,1007.3,1007.3,8.68,234,8.16,231,1.5,54,NaN
2025-02-06T14:00,7.1,89,85,234,51,100,1008.4,1008.4,8.8,234,8.18,231,1.7,49,NaN
2025-02-06T15:00,7.1,89,82.1,232,3,100,1009.9,1009.9,8.92,234,8.18,230,1.7,49,NaN
2025-02-06T16:00,7,89,82.1,231,3,100,1011,1011,8.98,234,8.22,230,1.9,49,NaN
2025-02-06T17:00,7.1,88,81.4,228,3,100,1011.2,1011.2,9.04,235,8.26,230,1.9,49,NaN
2025-02-06T18:00,7,89,81,227,3,100,1011.7,1011.7,9.1,235,8.3,230,1.9,49,NaN
2025-02-06T19:00,7.1,89,80.6,228,3,100,1012.4,1012.4,9.1,235,8.34,231,2.1,52,NaN
2025-02-06T20:00,7.1,89,82.1,228,3,100,1012.4,1012.4,9.08,236,8.38,231,1.9,56,NaN
2025-02-06T21:00,7.1,89,85.3,226,3,100,1012.9,1012.9,9.08,236,8.42,232,1.9,56,NaN
2025-02-06T22:00,7.1,89,87.1,226,3,100,1013,1013,9.26,236,8.66,233,1.9,56,NaN
2025-02-06T23:00,7.1,89,89.3,230,3,100,1013.4,1013.4,9.42,237,8.9,234,1.9,61,NaN
2025-02-07T00:00,7.2,89,88.6,229,3,100,1014.1,1014.1,9.6,237,9.14,235,1.9,61,NaN
2025-02-07T01:00,7.2,89,83.9,238,51,100,1015.7,1015.7,9.62,238,8.46,234,1.8,66,NaN
2025-02-07T02:00,7.1,89,76.7,241,51,100,1017.2,1017.2,9.66,239,7.78,233,1.6,63,NaN
2025-02-07T03:00,7.1,87,70.2,239,51,100,1019.1,1019.1,9.68,240,7.1,232,1.5,60,NaN
2025-02-07T04:00,6.8,87,63.4,240,3,100,1020.3,1020.3,9.42,240,5.82,232,1.5,60,NaN
2025-02-07T05:00,6.7,87,60.1,241,3,100,1021.3,1021.3,9.14,241,4.56,231,1.3,56,NaN
2025-02-07T06:00,6.7,86,55.8,237,3,100,1022.9,1022.9,8.88,241,3.28,231,1.3,56,NaN
2025-02-07T07:00,6.6,88,52.9,232,3,100,1023.8,1023.8,8.72,241,3.46,229,1.4,50,NaN
2025-02-07T08:00,6.5,91,53.6,227,3,100,1024.5,1024.5,8.58,240,3.62,228,1.4,50,NaN
2025-02-07T09:00,6.4,92,53.3,230,3,100,1025.2,1025.2,8.42,240,3.8,226,1.5,54,NaN
2025-02-07T10:00,6.4,94,60.1,233,51,100,1025.7,1025.7,8.32,240,4.02,225,1.5,54,NaN
2025-02-07T11:00,6.6,93,58,232,3,100,1026.2,1026.2,8.2,239,4.22,224,1.5,54,NaN
2025-02-07T12:00,6.6,91,58,230,3,100,1026.7,1026.7,8.1,239,4.44,223,1.6,63,NaN
2025-02-07T13:00,6.6,91,58,224,51,100,1027.3,1027.3,7.94,238,4.42,221,1.5,60,NaN
2025-02-07T14:00,6.6,90,59.4,220,53,100,1027.5,1027.5,7.76,237,4.4,220,1.5,60,NaN
2025-02-07T15:00,6.4,90,57.2,215,51,100,1027.7,1027.7,7.6,236,4.38,218,1.5,60,NaN
2025-02-07T16:00,6.4,88,59.4,220,3,100,1028,1028,7.42,236,4.4,217,1.4,50,NaN
2025-02-07T17:00,6.4,87,57.2,221,3,100,1028.1,1028.1,7.26,235,4.44,217,1.4,50,NaN
2025-02-07T18:00,6.3,87,60.8,218,3,100,1028.2,1028.2,7.08,235,4.46,216,1.3,45,NaN
2025-02-07T19:00,6.3,86,58.3,219,3,100,1028.5,1028.5,7,234,4.46,215,1.4,40,NaN
2025-02-07T20:00,6.2,83,57.2,222,3,100,1028.5,1028.5,6.9,234,4.44,215,1.5,45,NaN
2025-02-07T21:00,6.1,84,59,220,3,100,1028.1,1028.1,6.82,233,4.44,214,1.5,45,NaN
2025-02-07T22:00,6.2,84,55.4,219,3,100,1028.4,1028.4,6.66,233,4.36,214,1.5,45,NaN
2025-02-07T23:00,6.2,87,53.3,219,3,100,1028.2,1028.2,6.52,232,4.3,213,1.5,45,NaN
2025-02-08T00:00,6.2,89,53.6,213,3,100,1027.9,1027.9,6.36,232,4.22,213,1.4,50,NaN
2025-02-08T01:00,6.2,89,52.9,214,3,100,1028,1028,6.22,232,3.96,213,1.4,50,NaN
2025-02-08T02:00,6.2,88,50.8,214,3,100,1027.7,1027.7,6.08,232,3.68,212,1.3,56,NaN
2025-02-08T03:00,6.2,89,49.7,210,3,100,1028.1,1028.1,5.94,232,3.42,212,1.3,56,NaN
2025-02-08T04:00,6.1,89,50,209,3,100,1027.7,1027.7,5.8,233,3.16,212,1.2,51,NaN
2025-02-08T05:00,6.1,90,47.2,211,3,100,1027.5,1027.5,5.66,233,2.9,211,1.2,51,NaN
2025-02-08T06:00,6,90,42.8,208,3,100,1026.9,1026.9,5.52,234,2.64,211,1,45,NaN
2025-02-08T07:00,5.9,91,42.1,201,3,100,1026.9,1026.9,5.44,235,2.44,208,1.2,39,NaN
2025-02-08T08:00,5.9,91,42.8,198,3,100,1026.6,1026.6,5.34,235,2.22,206,1.2,39,NaN
2025-02-08T09:00,5.8,89,43.2,197,3,100,1026.5,1026.5,5.26,236,2.02,203,1.2,39,NaN
2025-02-08T10:00,5.8,89,42.8,198,3,100,1025.8,1025.8,5.24,236,1.86,200,1.2,39,NaN
2025-02-08T11:00,5.8,87,42.8,198,3,97,1025.2,1025.2,5.22,237,1.72,198,1.2,39,NaN
2025-02-08T12:00,5.7,85,40.3,202,2,69,1025.1,1025.1,5.2,237,1.56,195,1.2,39,NaN
2025-02-08T13:00,5.6,84,38.9,203,3,84,1024.9,1024.9,5.1,238,1.52,199,1.2,51,NaN
2025-02-08T14:00,5.6,83,36.7,211,3,95,1024.3,1024.3,5.02,238,1.46,204,1,59,NaN
2025-02-08T15:00,5.7,84,37.1,221,3,100,1023,1023,4.92,239,1.42,208,1,59,NaN
2025-02-08T16:00,5.5,84,37.1,224,3,100,1023.2,1023.2,4.84,239,1.36,212,1,68,NaN
2025-02-08T17:00,5.4,82,36,227,3,99,1022.4,1022.4,4.74,240,1.3,217,1,68,NaN
2025-02-08T18:00,5.3,79,36,225,3,99,1022.3,1022.3,4.66,240,1.24,221,0.8,63,NaN
2025-02-08T19:00,5.2,77,37.4,224,3,97,1022.3,1022.3,4.58,240,1.34,220,0.9,53,NaN
2025-02-08T20:00,5.1,76,38.9,224,3,99,1022.3,1022.3,4.48,240,1.44,219,0.9,53,NaN
2025-02-08T21:00,5.2,77,39.6,225,3,95,1022.4,1022.4,4.4,240,1.54,218,1,45,NaN
2025-02-08T22:00,5.4,78,38.9,235,3,100,1022.1,1022.1,4.34,240,1.66,218,1,45,NaN
2025-02-08T23:00,5.6,79,35.3,230,1,46,1021.7,1021.7,4.28,239,1.78,217,1.2,51,NaN
2025-02-09T00:00,5.6,85,38.9,221,0,6,1021.2,1021.2,4.22,239,1.9,217,1.2,51,NaN
2025-02-09T01:00,5.6,83,46.4,226,3,91,1021.3,1021.3,4.16,239,1.92,224,1.2,63,NaN
2025-02-09T02:00,5.5,83,45,224,3,99,1020.9,1020.9,4.12,239,1.94,230,1.2,63,NaN
2025-02-09T03:00,5.6,87,46.4,227,3,95,1020.9,1020.9,4.06,239,1.96,237,1.3,74,NaN
2025-02-09T04:00,5.4,88,48.6,225,51,100,1020.1,1020.1,4,240,1.9,245,1.3,82,NaN
2025-02-09T05:00,5.3,88,46.1,241,51,100,1020.2,1020.2,3.96,240,1.84,252,1.3,90,NaN
2025-02-09T06:00,4.9,83,42.8,270,51,99,1019.6,1019.6,3.9,241,1.78,260,1.1,99,NaN
2025-02-09T07:00,4.3,78,40.7,283,3,97,1020.7,1020.7,3.86,242,1.86,263,1.1,99,NaN
2025-02-09T08:00,3.8,76,37.8,287,3,100,1022.2,1022.2,3.82,242,1.92,266,0.9,101,NaN
2025-02-09T09:00,3.9,77,33.8,282,3,100,1023.7,1023.7,3.78,243,2,269,0.7,90,NaN
2025-02-09T10:00,4,71,32.8,274,3,97,1024.2,1024.2,3.72,245,2.06,272,0.7,76,NaN
2025-02-09T11:00,4.1,70,39.6,268,2,65,1024.5,1024.5,3.64,246,2.1,275,0.9,79,NaN
2025-02-09T12:00,3.8,73,41.8,291,2,62,1025.4,1025.4,3.58,248,2.16,278,1.1,81,NaN
2025-02-09T13:00,3.2,64,47.5,289,1,32,1026.9,1026.9,3.52,250,2.18,280,1.1,90,NaN
2025-02-09T14:00,2.5,62,45.4,292,2,75,1028.3,1028.3,3.48,252,2.2,282,1.3,98,NaN
2025-02-09T15:00,2.3,64,45.7,291,3,100,1029.5,1029.5,3.42,254,2.22,284,1.3,98,NaN
2025-02-09T16:00,2,62,42.8,297,3,98,1030.9,1030.9,3.4,256,2.22,286,1.3,106,NaN
2025-02-09T17:00,1.9,60,40.3,295,3,97,1031.3,1031.3,3.4,258,2.2,288,1.4,113,NaN
2025-02-09T18:00,1.8,60,40,291,3,82,1032.2,1032.2,3.38,260,2.2,290,1.2,117,NaN
2025-02-09T19:00,1.9,59,40.7,289,2,71,1033.1,1033.1,3.42,262,2.1,289,1.2,117,NaN
2025-02-09T20:00,2,58,40,288,1,40,1033.8,1033.8,3.44,264,2.02,287,1,112,NaN
2025-02-09T21:00,2,58,41,288,2,59,1034.3,1034.3,3.48,266,1.92,286,1,112,NaN
2025-02-09T22:00,2.2,60,41.8,287,2,69,1034.9,1034.9,3.44,268,1.74,284,0.7,104,NaN
2025-02-09T23:00,2.2,62,39.2,285,3,92,1035.3,1035.3,3.38,270,1.58,282,0.7,90,NaN
2025-02-10T00:00,2.2,64,34.9,279,3,87,1035.1,1035.1,3.34,272,1.4,280,0.9,79,NaN
2025-02-10T01:00,2.5,64,31.7,273,3,96,1035.5,1035.5,3.36,273,1.46,272,0.9,79,NaN
2025-02-10T02:00,2.7,63,26.6,259,3,99,1035.3,1035.3,3.36,274,1.52,263,1.1,81,NaN
2025-02-10T03:00,3.1,61,29.5,247,3,99,1035,1035,3.38,275,1.58,255,1.3,82,NaN
2025-02-10T04:00,3.3,59,29.9,233,3,100,1034.3,1034.3,3.32,272,1.66,246,1.3,82,NaN
2025-02-10T05:00,3.8,61,32,222,3,100,1033.8,1033.8,3.28,270,1.72,238,1.3,82,NaN
2025-02-10T06:00,4,70,36.7,217,3,100,1032.8,1032.8,3.22,267,1.8,229,1.3,74,NaN
2025-02-10T07:00,4.2,72,40.7,223,3,100,1031.9,1031.9,3.2,262,2.04,229,1.3,74,NaN
2025-02-10T08:00,4.5,71,41.8,229,3,100,1031.2,1031.2,3.18,256,2.26,229,1.1,72,NaN
2025-02-10T09:00,4.8,76,44.3,223,3,100,1030.9,1030.9,3.16,251,2.5,229,1.2,63,NaN
2025-02-10T10:00,5.1,79,46.8,218,3,100,1030,1030,3.16,247,2.62,230,1.2,63,NaN
2025-02-10T11:00,5.6,82,50.8,219,3,100,1028.8,1028.8,3.14,244,2.76,230,1.3,56,NaN
2025-02-10T12:00,5.8,87,54.7,228,3,100,1028.2,1028.2,3.14,240,2.88,231,1.3,56,NaN
2025-02-10T13:00,6,91,52.6,236,51,100,1027.8,1027.8,3.24,240,3,233,1.5,60,NaN
2025-02-10T14:00,6.2,88,54,247,3,100,1027.7,1027.7,3.32,239,3.1,236,1.5,60,NaN
2025-02-10T15:00,6.3,87,55.4,250,3,100,1027.9,1027.9,3.42,239,3.22,238,1.5,69,NaN
2025-02-10T16:00,6.1,88,54,254,3,100,1028.1,1028.1,3.56,242,3.28,241,1.5,76,NaN
2025-02-10T17:00,5.9,87,52.2,255,3,100,1028.3,1028.3,3.68,244,3.36,244,1.5,83,NaN
2025-02-10T18:00,5.8,87,52.6,251,3,100,1028.3,1028.3,3.82,247,3.42,247,1.5,83,NaN
2025-02-10T19:00,5.7,87,53.3,251,3,100,1028.2,1028.2,3.88,248,3.44,248,1.5,83,NaN
2025-02-10T20:00,5.9,87,54.4,252,3,100,1028.3,1028.3,3.94,248,3.48,248,1.3,82,NaN
2025-02-10T21:00,5.9,88,55.8,253,3,100,1028.3,1028.3,4,249,3.5,249,1.1,81,NaN
2025-02-10T22:00,6.1,87,55.1,257,3,100,1028.8,1028.8,4,249,3.52,249,1.1,72,NaN
2025-02-10T23:00,6,87,51.1,258,3,100,1028.8,1028.8,4,250,3.52,250,1.1,72,NaN
2025-02-11T00:00,6,87,51.8,254,3,100,1029,1029,4,250,3.54,250,1.2,63,NaN
2025-02-11T01:00,6.1,87,51.5,253,3,100,1029,1029,4,250,3.58,251,1.4,67,NaN
2025-02-11T02:00,6.2,87,52.6,253,51,100,1028.7,1028.7,4,251,3.62,252,1.4,67,NaN
